Price,Age_08_04,Mfg_Year,KM,HP,CC,Quarterly_Tax,Weight
9500,68,1999,110287,110,1600,69,1050
9950,62,1999,109547,110,1600,85,1075
7750,63,1999,109230,110,1600,69,1050
9500,68,1999,109150,110,1600,85,1075
9950,67,1999,108793,110,1600,69,1035
9750,64,1999,106784,110,1600,19,1050
9750,58,1999,105942,86,1300,69,1040
5950,59,1999,105000,86,1300,19,1015
8500,62,1999,105000,86,1300,69,1040
8495,68,1999,104299,110,1600,85,1085
9250,67,1999,104000,86,1300,69,1020
6900,68,1999,104000,86,1300,19,1015
8950,58,1999,103458,86,1300,69,1025
9500,63,1999,103400,110,1600,85,1075
9250,63,1999,102807,86,1300,85,1055
9895,68,1999,102494,110,1600,85,1090
9950,57,1999,102300,72,2000,185,1135
7950,61,1999,102106,110,1600,69,1050
8750,68,1999,101889,110,1600,85,1075
8250,57,1999,101791,72,2000,185,1115
8950,63,1999,101469,110,1600,85,1065
8950,68,1999,101001,110,1600,85,1075
8950,61,1999,100748,110,1600,85,1070
8950,65,1999,100550,110,1600,85,1075
9450,67,1999,99781,110,1600,85,1085
8950,59,1999,98658,86,1300,69,1020
9250,65,1999,98500,110,1600,85,1075
8750,64,1999,98291,86,1300,69,1000
9950,61,1999,97648,110,1600,85,1065
9950,61,1999,97425,110,1600,85,1075
9900,65,1999,97173,86,1300,69,1015
8950,66,1999,97046,86,1300,69,1000
8950,67,1999,96000,110,1600,69,1050
12250,60,1999,96000,72,2000,185,1100
9250,67,1999,95750,110,1600,85,1070
10250,61,1999,95147,110,1600,85,1050
8950,68,1999,95000,110,1600,69,1050
7999,65,1999,95000,110,1600,69,1050
9900,66,1999,94606,110,1600,85,1065
8250,63,1999,94504,86,1300,69,1000
10500,65,1999,93428,110,1600,85,1075
8450,65,1999,93408,86,1300,69,1015
9900,68,1999,93296,110,1600,85,1090
10500,62,1999,93098,110,1600,85,1075
8500,67,1999,92922,72,2000,185,1100
9500,61,1999,92498,110,1600,69,1050
9450,65,1999,92226,110,1600,85,1065
9900,68,1999,91505,72,2000,185,1115
8250,64,1999,91333,110,1600,69,1050
8750,65,1999,91246,86,1300,69,1015
9500,58,1999,91000,110,1600,85,1075
8450,68,1999,90727,110,1600,69,1050
8490,62,1999,90000,110,1600,69,1050
8750,60,1999,89576,110,1600,69,1035
9750,64,1999,89145,86,1300,69,1025
9950,63,1999,89000,110,1600,85,1085
8500,68,1999,88807,110,1600,69,1050
8450,63,1999,88685,110,1600,85,1070
7900,62,1999,88667,110,1600,69,1040
8750,57,1999,88480,110,1600,69,1050
7950,61,1999,88127,86,1300,69,1015
6900,62,1999,88000,86,1300,69,1020
8150,65,1999,87821,86,1300,69,1015
10995,59,1999,87654,86,1300,85,1065
8900,59,1999,86888,110,1600,69,1050
9500,59,1999,86871,86,1300,69,1040
8950,68,1999,86714,110,1600,69,1035
11500,65,1999,85889,110,1600,85,1065
10450,62,1999,85000,110,1600,69,1050
10500,60,1999,85000,86,1300,69,1025
9250,68,1999,84976,110,1600,69,1035
10950,65,1999,84558,110,1600,19,1120
10450,62,1999,84549,110,1600,85,1075
9250,68,1999,84482,110,1600,85,1075
8750,62,1999,83908,110,1600,85,1070
8750,67,1999,83560,86,1300,69,1015
9800,68,1999,83000,107,1600,85,1100
8250,64,1999,82723,86,1300,69,1015
10450,62,1999,82421,110,1600,85,1065
9750,58,1999,82254,110,1600,69,1050
8950,61,1999,82115,110,1600,85,1055
7450,65,1999,82000,86,1300,69,1015
8450,68,1999,81965,86,1300,69,1035
8250,66,1999,81250,110,1600,19,1050
10950,65,1999,81192,110,1600,85,1065
8950,61,1999,81170,110,1600,69,1040
8750,66,1999,81083,86,1300,69,1015
10450,61,1999,80714,110,1600,85,1075
10950,57,1999,80470,110,1600,85,1085
8450,65,1999,80439,110,1600,69,1035
9950,59,1999,80430,110,1600,85,1065
9950,68,1999,80426,110,1600,85,1055
8750,62,1999,80265,86,1300,69,1015
9950,65,1999,80153,110,1600,85,1070
9500,68,1999,80121,110,1600,85,1070
8250,65,1999,80086,110,1600,69,1035
10950,62,1999,80000,110,1600,85,1075
7950,60,1999,80000,86,1300,19,1015
8250,65,1999,80000,86,1300,19,1015
9895,67,1999,79858,110,1600,69,1040
9130,67,1999,79762,86,1300,69,1015
10950,59,1999,79660,86,1300,85,1065
10500,60,1999,79150,110,1600,85,1075
8900,61,1999,79000,110,1600,69,1050
9500,57,1999,78955,86,1300,69,1045
10950,59,1999,78750,90,1975,210,1155
7950,68,1999,78521,86,1300,69,1015
7950,64,1999,78356,86,1300,69,1015
7950,65,1999,78076,86,1300,69,1015
9500,61,1999,78063,107,1600,85,1100
10950,67,1999,77821,110,1600,85,1075
9750,68,1999,77695,110,1600,69,1035
9750,65,1999,77500,110,1600,69,1050
9450,63,1999,77457,110,1600,85,1055
8950,68,1999,77029,86,1300,69,1015
8950,68,1999,77008,86,1300,69,1015
8900,66,1999,76791,110,1600,85,1070
9950,61,1999,76700,86,1300,69,1035
8750,67,1999,76569,86,1300,69,1020
8950,59,1999,76162,110,1600,85,1075
8990,65,1999,76155,110,1600,69,1035
8950,61,1999,75609,86,1300,69,1015
8950,62,1999,75569,72,2000,185,1120
9950,67,1999,75429,110,1600,85,1065
9900,68,1999,75000,110,1600,85,1075
8950,65,1999,75000,86,1300,19,1015
8950,62,1999,75000,110,1600,85,1070
9500,66,1999,74963,107,1600,85,1085
7950,68,1999,74889,86,1300,69,1015
7750,68,1999,74875,110,1600,85,1070
8950,63,1999,74747,110,1600,85,1075
11950,60,1999,74720,110,1600,85,1085
8950,62,1999,74457,110,1600,85,1075
11950,60,1999,74337,86,1300,69,1035
8950,68,1999,74308,110,1600,69,1050
9950,64,1999,74193,110,1600,69,1050
8250,65,1999,74179,110,1600,69,1050
8995,67,1999,73936,86,1300,69,1050
9995,61,1999,73894,110,1600,85,1065
9250,64,1999,73500,110,1600,69,1050
10950,64,1999,73376,110,1600,85,1070
8900,64,1999,73300,86,1300,69,1015
9500,58,1999,73172,110,1600,85,1075
9950,58,1999,72928,110,1600,85,1075
7950,67,1999,72880,86,1332,69,1015
8250,63,1999,72522,110,1600,69,1050
9450,64,1999,72000,86,1300,69,1015
7950,57,1999,72000,86,1300,69,1015
9500,59,1999,71366,110,1600,85,1065
8950,65,1999,71317,110,1600,69,1050
10950,62,1999,71000,110,1600,85,1070
8950,60,1999,70954,110,1600,69,1050
9450,63,1999,70908,86,1300,69,1035
8000,58,1999,70560,110,1600,69,1050
9900,67,1999,70552,110,1600,85,1075
8950,62,1999,70500,110,1600,69,1035
10900,60,1999,70453,72,2000,185,1135
9450,59,1999,70218,110,1600,69,1050
8450,64,1999,70116,110,1600,69,1035
9500,65,1999,70068,110,1600,85,1075
10500,67,1999,70000,107,1587,19,1065
6950,68,1999,70000,86,1300,69,1015
9750,68,1999,69103,110,1600,69,1035
6950,58,1999,69022,86,1300,69,1035
9650,67,1999,69000,110,1600,85,1065
9950,68,1999,68865,110,1600,85,1065
9250,58,1999,68723,86,1300,69,1025
8950,63,1999,68453,110,1600,85,1070
9900,63,1999,68238,86,1300,69,1050
10995,63,1999,68153,110,1600,85,1085
10500,65,1999,68000,110,1600,85,1075
8950,65,1999,68000,86,1300,69,1015
9750,67,1999,67762,110,1600,85,1065
10950,68,1999,67146,110,1600,85,1075
9750,67,1999,67110,86,1300,69,1035
9950,59,1999,67010,110,1600,85,1065
10500,65,1999,67003,110,1600,69,1035
10400,68,1999,66785,86,1300,69,1045
8800,68,1999,66550,86,1332,69,1010
10500,61,1999,66259,110,1600,85,1065
9250,62,1999,66082,110,1600,85,1070
7800,65,1999,66000,86,1300,69,1015
9950,61,1999,66000,110,1600,69,1050
10750,63,1999,65896,110,1600,85,1065
10950,67,1999,65785,110,1600,85,1075
9950,65,1999,65513,110,1600,85,1070
9950,59,1999,65463,110,1600,85,1070
8100,68,1999,65400,86,1300,69,1000
9250,60,1999,65259,110,1600,69,1050
7800,64,1999,65000,110,1600,69,1050
9000,68,1999,65000,110,1600,85,1070
8950,57,1999,65000,110,1600,69,1035
8950,62,1999,64966,86,1300,69,1020
9950,68,1999,64950,110,1600,85,1075
8500,60,1999,64914,110,1600,85,1070
7995,62,1999,64797,110,1600,85,1075
8750,65,1999,64772,110,1600,69,1050
9750,63,1999,64690,86,1300,69,1020
10950,65,1999,64630,110,1600,85,1070
9750,67,1999,64613,110,1600,85,1085
8200,60,1999,64383,86,1300,69,1015
8950,68,1999,64000,110,1600,85,1075
9500,66,1999,63881,86,1300,69,1015
10950,58,1999,63870,72,2000,185,1135
9750,66,1999,63328,86,1300,85,1065
9950,65,1999,63000,86,1300,85,1065
10450,61,1999,63000,86,1300,69,1050
9850,65,1999,62396,110,1600,69,1050
9450,62,1999,62377,110,1600,85,1075
10295,67,1999,62316,110,1600,69,1050
9750,68,1999,62292,110,1600,85,1065
8950,65,1999,62225,110,1600,69,1050
9900,68,1999,62222,110,1600,85,1075
8750,66,1999,62135,86,1300,69,1035
9950,58,1999,62024,110,1600,85,1075
8500,60,1999,61977,86,1300,69,1015
9950,62,1999,61930,110,1600,69,1035
10950,57,1999,61682,110,1600,69,1050
9795,68,1999,61568,110,1600,69,1035
8750,68,1999,61504,110,1600,69,1035
8250,65,1999,61384,110,1600,69,1050
9950,58,1999,61343,110,1600,85,1075
9950,62,1999,61254,110,1600,85,1075
10500,59,1999,61166,110,1600,69,1050
9750,62,1999,61149,86,1300,69,1040
11250,61,1999,61144,110,1600,85,1090
8900,59,1999,61127,110,1600,69,1050
7950,60,1999,61100,86,1300,69,1015
11500,68,1999,61100,110,1600,85,1075
9450,57,1999,61000,110,1600,69,1050
7995,65,1999,60724,86,1300,69,1015
10995,59,1999,60708,86,1300,69,1045
8950,61,1999,60532,110,1600,69,1050
8250,67,1999,60000,86,1300,69,1030
8950,66,1999,60000,86,1300,69,1015
8950,65,1999,60000,86,1300,69,1015
9500,62,1999,59295,86,1300,69,1035
7500,65,1999,59264,86,1300,69,1015
8950,63,1999,59000,110,1600,69,1050
9950,63,1999,59000,86,1300,19,1035
9750,65,1999,59000,110,1600,19,1075
9450,61,1999,59000,110,1600,85,1070
9950,65,1999,59000,110,1600,69,1050
9750,68,1999,58860,110,1600,85,1055
8950,65,1999,58829,110,1600,69,1050
8250,66,1999,58654,110,1600,85,1070
7750,65,1999,58300,86,1300,69,1015
8950,60,1999,58269,110,1600,69,1050
9950,64,1999,58136,110,1600,85,1075
9450,66,1999,58113,107,1600,85,1085
12950,67,1999,58058,110,1600,85,1065
9950,58,1999,58000,110,1600,69,1050
10495,62,1999,58000,110,1600,85,1065
7950,68,1999,57565,86,1300,69,1035
10500,63,1999,57413,107,1600,85,1115
8950,65,1999,57374,110,1600,85,1075
9900,62,1999,57179,110,1600,85,1075
9995,61,1999,57169,110,1600,85,1065
9950,63,1999,57124,110,1600,85,1065
9950,63,1999,57000,110,1600,69,1050
8250,67,1999,57000,110,1600,69,1050
9950,63,1999,57000,86,1300,69,1035
8950,59,1999,56259,86,1300,69,1015
10950,62,1999,56209,107,1600,85,1080
9250,67,1999,56074,86,1300,69,1000
9950,63,1999,55942,110,1600,85,1070
9995,57,1999,55844,86,1300,69,1045
8750,61,1999,55747,86,1300,69,1020
10950,58,1999,55478,86,1300,69,1045
10350,60,1999,55085,107,1600,85,1105
9950,65,1999,55061,110,1600,85,1070
8950,65,1999,55000,86,1300,69,1015
10950,57,1999,55000,110,1600,85,1075
10950,63,1999,54936,110,1600,85,1075
8950,68,1999,54875,110,1600,85,1070
8900,67,1999,54847,110,1600,69,1050
10250,60,1999,54554,110,1600,85,1065
9450,61,1999,54125,110,1600,69,1035
9250,61,1999,54000,110,1600,85,1055
10500,57,1999,54000,110,1600,85,1075
7350,58,1999,54000,86,1300,69,1035
10250,57,1999,54000,110,1600,19,1135
10250,62,1999,53285,110,1600,85,1075
11500,65,1999,53053,110,1600,85,1075
8950,68,1999,53000,110,1587,19,1075
7750,68,1999,53000,86,1300,69,1015
9500,64,1999,52968,110,1600,69,1050
8450,67,1999,52800,86,1300,69,1015
8950,57,1999,52548,110,1600,69,1050
8400,60,1999,52487,110,1600,69,1035
9250,66,1999,52383,86,1300,69,1015
8900,61,1999,52112,110,1600,69,1035
8750,58,1999,51712,110,1600,69,1050
10950,58,1999,51421,110,1600,85,1105
8950,61,1999,51235,86,1300,69,1000
8950,65,1999,51000,86,1300,69,1015
8895,61,1999,50925,110,1600,85,1070
9390,66,1999,50806,86,1300,19,1480
8750,59,1999,50469,110,1600,85,1070
9750,61,1999,50173,110,1600,85,1075
9950,62,1999,50000,110,1600,85,1075
10950,65,1999,49942,110,1600,85,1065
9900,67,1999,49585,110,1600,85,1085
9500,62,1999,49258,110,1600,69,1035
9950,61,1999,49000,110,1600,69,1050
9950,63,1999,48738,110,1600,85,1055
10500,62,1999,47750,86,1300,69,1040
9950,63,1999,47612,86,1300,69,1015
10495,68,1999,47500,86,1300,69,1035
9500,66,1999,47237,110,1600,69,1050
8500,58,1999,47171,86,1300,69,1015
10450,60,1999,47060,110,1600,69,1035
8950,65,1999,47014,86,1300,69,1015
9900,59,1999,46929,86,1300,69,1025
8900,63,1999,46000,86,1300,69,1035
8745,65,1999,45681,110,1600,69,1050
8750,65,1999,45549,86,1300,69,1015
10750,57,1999,45000,110,1600,69,1050
9750,57,1999,45000,110,1600,69,1050
8850,65,1999,45000,110,1600,85,1075
7950,66,1999,45000,86,1300,69,1035
9450,63,1999,45000,110,1600,69,1035
9950,61,1999,45000,107,1600,85,1085
8250,63,1999,44944,110,1600,69,1035
9950,61,1999,44597,86,1300,19,1015
9995,68,1999,44458,86,1300,69,1015
9950,59,1999,43818,110,1600,85,1070
10495,60,1999,43426,110,1600,85,1070
7950,58,1999,43000,110,1600,72,1114
8950,68,1999,43000,110,1600,69,1035
9695,57,1999,43000,110,1600,85,1075
7750,64,1999,43000,86,1300,69,1015
9950,68,1999,42750,110,1600,69,1050
9950,67,1999,42102,110,1600,85,1075
9950,63,1999,41586,110,1600,19,1114
9900,64,1999,41200,110,1600,85,1070
10950,57,1999,40214,86,1300,69,1025
8950,60,1999,40000,86,1300,69,1000
8950,66,1999,39222,86,1300,69,1045
8250,66,1999,39144,110,1600,69,1050
10250,62,1999,39000,110,1600,85,1075
8750,61,1999,38019,110,1600,85,1070
9750,68,1999,37759,110,1600,85,1070
10950,61,1999,37500,110,1600,85,1085
10950,60,1999,37111,110,1600,69,1050
9750,62,1999,37000,86,1300,69,1015
8900,59,1999,36954,110,1600,69,1050
9500,60,1999,36943,110,1600,85,1070
9950,63,1999,36923,86,1300,69,1050
9950,66,1999,36658,110,1600,69,1050
8250,65,1999,36000,86,1300,69,1015
10450,65,1999,36000,110,1600,85,1065
10950,62,1999,35512,110,1600,85,1065
9250,65,1999,35283,86,1300,69,1015
8900,68,1999,35000,110,1600,69,1050
10900,57,1999,35000,86,1300,69,1045
9750,64,1999,34114,110,1600,69,1050
11950,58,1999,34000,110,1600,85,1075
7900,68,1999,33847,86,1300,69,1000
10900,57,1999,33535,110,1600,69,1035
10450,65,1999,33000,110,1600,69,1050
10950,59,1999,32150,110,1600,85,1085
9950,65,1999,31588,86,1300,69,1015
10750,60,1999,31480,110,1600,85,1065
9900,57,1999,31307,110,1600,85,1070
10750,68,1999,31000,110,1600,69,1035
10450,58,1999,30634,110,1600,85,1075
9450,68,1999,30300,86,1300,69,1000
10750,60,1999,28500,86,1300,69,1045
10950,60,1999,28500,110,1600,85,1075
10000,57,1999,28000,86,1300,69,1015
10500,68,1999,26698,110,1600,85,1055
12500,62,1999,26000,107,1600,85,1085
8950,62,1999,25505,86,1300,69,1035
10500,58,1999,25000,110,1600,85,1075
9245,66,1999,22835,110,1600,69,1050
10950,59,1999,22705,110,1600,85,1075
9500,63,1999,22178,86,1300,69,1015
10900,62,1999,17345,110,1600,69,1050
10950,67,1999,15535,86,1300,69,1030
9450,66,1999,15110,86,1300,69,1035
5900,73,1998,232940,72,2000,40,1172
6950,79,1998,218118,72,2000,185,1150
6000,78,1998,217764,72,2000,185,1135
5250,79,1998,207114,110,1600,197,1114
4400,74,1998,203254,72,2000,64,1135
6750,77,1998,200732,72,2000,185,1100
8500,69,1998,197501,72,2000,185,1135
6150,80,1998,194765,72,2000,185,1120
6950,76,1998,191620,72,2000,185,1150
5750,76,1998,183277,72,2000,185,1115
8750,78,1998,180378,72,2000,185,1100
6500,70,1998,178800,72,2000,185,1115
5950,73,1998,176177,110,1600,85,1075
6500,78,1998,176000,86,1300,69,1035
10500,77,1998,172980,72,2000,64,1135
8500,77,1998,170000,72,2000,185,1100
7950,71,1998,164000,110,1600,19,1050
5800,78,1998,161775,86,1300,69,1015
6750,80,1998,160000,86,1300,69,1015
6950,78,1998,159968,72,2000,185,1115
5740,74,1998,159908,110,1600,69,1050
6550,73,1998,158492,86,1300,69,1015
8950,69,1998,156204,72,2000,185,1115
6750,73,1998,156169,86,1300,69,1035
7950,78,1998,155210,110,1600,69,1050
7950,69,1998,155000,72,2000,185,1115
7450,76,1998,154900,72,2000,185,1140
7750,70,1998,151300,72,2000,185,1150
6450,71,1998,151000,110,1600,197,1094
7900,75,1998,150000,72,2000,64,1135
6900,69,1998,146304,72,2000,185,1115
5600,75,1998,146197,86,1300,69,1015
5950,77,1998,145996,110,1600,69,1035
6950,80,1998,143560,86,1300,69,1045
7950,71,1998,139145,73,2000,185,1115
8950,79,1998,138500,86,1300,69,1050
7950,74,1998,137741,90,2000,185,1135
9500,80,1998,137178,90,2000,185,1135
8600,76,1998,134889,72,2000,185,1115
5950,71,1998,134660,72,2000,64,1135
7750,73,1998,134539,110,1600,85,1070
7950,79,1998,131500,72,2000,185,1140
6950,77,1998,131307,110,1600,69,1050
7250,74,1998,130025,110,1600,69,1050
6500,78,1998,130000,86,1300,19,1015
7250,77,1998,128960,110,1600,85,1070
9250,80,1998,128351,110,1600,85,1070
8250,73,1998,128006,110,1600,69,1050
7250,71,1998,127159,72,2000,185,1115
5250,72,1998,126478,110,1600,69,1035
7900,77,1998,126000,110,1600,69,1050
6900,76,1998,125778,110,1600,69,1050
7900,75,1998,125400,110,1600,69,1050
7250,74,1998,124910,72,2000,185,1135
8450,70,1998,124743,110,1600,69,1050
7950,76,1998,124591,110,1600,85,1075
7950,74,1998,124057,110,1600,69,1050
6450,72,1998,123403,110,1600,69,1050
6650,75,1998,123104,110,1600,85,1070
7950,74,1998,123077,86,1300,69,1015
7250,80,1998,122820,86,1300,69,1040
7450,77,1998,122290,110,1600,69,1050
7950,74,1998,121900,110,1600,69,1035
7250,77,1998,121545,110,1600,85,1070
8250,71,1998,120474,72,2000,185,1115
8950,76,1998,120263,72,2000,64,1135
7750,74,1998,120196,110,1600,69,1050
8500,71,1998,120000,110,1600,85,1085
7750,78,1998,120000,110,1600,85,1075
5750,73,1998,115877,110,1600,69,1035
6900,76,1998,115345,110,1600,85,1070
6500,71,1998,115157,110,1600,69,1050
6500,78,1998,115000,107,1600,85,1100
7600,77,1998,114258,86,1300,69,1050
8950,73,1998,112963,72,2000,185,1135
7450,74,1998,112307,110,1600,85,1070
7350,72,1998,112000,86,1300,69,1015
7750,73,1998,111602,86,1300,69,1015
7460,80,1998,111392,110,1598,197,1083
9250,76,1998,110901,110,1600,85,1085
7250,80,1998,110887,110,1600,85,1055
6500,72,1998,110634,86,1300,69,1015
6800,80,1998,110000,110,1600,69,1035
8700,75,1998,109540,110,1600,85,1085
7500,78,1998,109263,110,1600,85,1070
7750,71,1998,107516,110,1600,69,1050
7950,73,1998,107108,110,1600,69,1050
9950,75,1998,107000,110,1600,69,1050
6640,74,1998,106250,110,1600,85,1070
8750,71,1998,106150,86,1300,19,1015
7750,72,1998,106108,110,1600,69,1050
5950,72,1998,105856,86,1300,69,1015
6750,77,1998,105152,86,1300,69,1015
6500,80,1998,105135,110,1600,69,1050
8750,76,1998,104344,110,1600,69,1050
7950,74,1998,104150,110,1600,69,1050
6750,74,1998,104000,86,1300,69,1010
7950,73,1998,103121,86,1300,69,1035
7950,80,1998,102300,86,1300,69,1015
8950,75,1998,102005,107,1600,85,1105
7750,77,1998,102000,86,1300,69,1015
6450,75,1998,101855,110,1600,85,1070
6900,74,1998,101773,110,1600,69,1050
8450,75,1998,101159,110,1600,85,1085
6750,74,1998,101000,86,1300,19,1015
8050,74,1998,100732,86,1300,69,1030
9500,79,1998,100719,110,1600,85,1070
7750,78,1998,100487,110,1600,69,1035
8500,80,1998,100458,110,1600,85,1085
7795,75,1998,100192,110,1600,69,1050
6490,80,1998,100123,110,1600,69,1050
7950,73,1998,99971,110,1600,69,1050
6425,79,1998,99397,86,1300,69,1035
8950,69,1998,99374,86,1300,69,1035
6950,72,1998,99245,110,1600,19,1114
8750,79,1998,98742,110,1600,85,1085
8450,71,1998,98154,110,1600,69,1050
7950,77,1998,98000,110,1600,19,1065
7950,80,1998,97548,86,1300,69,1035
8900,78,1998,97534,110,1600,85,1070
8950,73,1998,97494,110,1600,85,1085
8900,73,1998,97085,110,1600,85,1085
7950,69,1998,97000,110,1600,69,1035
6495,74,1998,96302,86,1300,69,1015
7250,78,1998,96000,86,1300,69,1015
9250,74,1998,96000,110,1600,85,1085
6650,78,1998,95909,110,1600,85,1070
6990,79,1998,95700,110,1600,85,1085
7750,78,1998,95651,110,1600,85,1070
6950,79,1998,95000,86,1300,69,1035
7250,80,1998,94447,110,1600,69,1050
9950,80,1998,94079,110,1600,85,1085
9250,80,1998,93841,110,1600,85,1070
7200,79,1998,93090,86,1300,69,1035
8250,72,1998,93066,110,1600,85,1075
8950,79,1998,93039,110,1600,69,1050
8250,77,1998,93000,110,1600,85,1075
6250,80,1998,92830,86,1300,69,1015
9900,80,1998,92255,107,1600,85,1105
7300,80,1998,92096,86,1300,69,1035
8950,72,1998,91921,86,1300,69,1020
6500,70,1998,91900,86,1300,69,1015
7950,78,1998,91399,110,1600,85,1070
7450,75,1998,91082,110,1600,69,1050
7950,71,1998,90370,86,1300,69,1035
8500,78,1998,90345,86,1300,69,1035
6950,77,1998,90305,86,1300,69,1015
7950,78,1998,90011,86,1300,69,1045
6750,77,1998,90000,86,1300,69,1015
8450,70,1998,89983,110,1600,85,1055
7500,78,1998,89953,110,1600,19,1114
8750,74,1998,89800,72,2000,185,1115
8750,79,1998,89739,86,1300,69,1035
8950,76,1998,89520,110,1600,69,1050
7450,75,1998,89507,86,1300,69,1015
9200,69,1998,89096,110,1600,85,1085
8950,74,1998,88700,110,1600,69,1050
7850,72,1998,88500,110,1600,85,1075
6950,73,1998,88186,72,2000,185,1115
7200,75,1998,88000,110,1600,69,1050
7450,78,1998,87743,110,1600,85,1055
6750,75,1998,87613,86,1300,69,1015
7500,73,1998,87358,110,1600,69,1050
7450,72,1998,87083,110,1600,69,1035
7950,70,1998,87000,110,1600,69,1035
7250,78,1998,87000,110,1600,69,1035
7950,73,1998,87000,86,1300,69,1015
8250,80,1998,87000,86,1300,69,1015
8250,72,1998,86860,110,1600,85,1075
6750,80,1998,86109,110,1600,85,1055
8750,79,1998,86000,86,1300,69,1040
8950,80,1998,86000,110,1600,19,1050
8500,70,1998,85864,72,2000,185,1135
8250,80,1998,85565,110,1600,85,1070
9450,70,1998,85470,107,1600,85,1080
7950,73,1998,85200,110,1600,69,1050
7900,70,1998,85000,110,1600,85,1055
8500,73,1998,84988,110,1600,69,1050
8250,79,1998,84966,110,1600,85,1070
8250,76,1998,84472,110,1600,85,1070
8950,73,1998,84402,110,1600,69,1035
7950,74,1998,84123,110,1600,69,1050
6950,80,1998,84000,110,1600,85,1075
7250,78,1998,84000,110,1600,19,1065
7750,77,1998,84000,110,1600,85,1085
8700,75,1998,83850,110,1600,85,1055
8950,80,1998,83540,110,1600,85,1070
6750,76,1998,83405,110,1600,85,1070
7500,71,1998,83291,110,1600,85,1070
7950,69,1998,83133,86,1300,69,1015
8950,71,1998,83047,86,1300,69,1045
7950,71,1998,82700,110,1600,69,1050
7450,78,1998,82675,86,1300,69,1015
5950,78,1998,82595,86,1300,19,1015
7750,75,1998,82256,110,1600,69,1050
6950,77,1998,82103,86,1300,69,1015
8750,80,1998,82021,86,1300,69,1035
8950,71,1998,82000,110,1600,85,1075
7495,79,1998,81988,110,1600,85,1070
7750,76,1998,81930,110,1600,85,1070
6950,70,1998,81663,110,1600,69,1050
7990,77,1998,80486,110,1600,85,1070
7250,78,1998,80000,110,1600,19,1065
6900,69,1998,79000,86,1300,69,1015
7750,74,1998,78894,110,1600,85,1070
7250,78,1998,78689,110,1600,69,1035
8950,77,1998,78435,86,1300,69,1015
8500,71,1998,78260,110,1600,69,1050
7950,72,1998,78120,110,1600,85,1075
6950,77,1998,77000,86,1300,19,1015
8000,78,1998,77000,110,1600,69,1050
7950,75,1998,76382,110,1600,85,1055
8500,76,1998,76268,86,1300,69,1015
7490,73,1998,76151,86,1300,69,1015
8250,80,1998,76000,110,1600,69,1050
9250,71,1998,76000,110,1600,85,1070
7950,72,1998,75840,86,1300,69,1035
9500,77,1998,75799,110,1600,19,1050
8950,72,1998,75525,110,1600,19,1114
8450,78,1998,75323,86,1300,69,1050
7995,79,1998,75322,110,1600,85,1115
8750,78,1998,75226,110,1600,69,1035
5950,71,1998,75085,86,1300,69,1035
8500,73,1998,75000,110,1600,85,1075
8950,69,1998,75000,86,1300,69,1000
8750,69,1998,75000,86,1300,69,1000
7600,78,1998,74926,110,1600,85,1075
7145,80,1998,74785,110,1600,85,1070
8450,69,1998,74573,110,1600,85,1085
5950,75,1998,74567,86,1300,19,1015
9000,80,1998,74196,110,1600,85,1075
7250,80,1998,74151,110,1600,69,1050
7400,75,1998,74096,110,1600,69,1050
8800,79,1998,74093,110,1600,85,1075
7750,71,1998,74000,110,1600,69,1050
7500,75,1998,74000,86,1300,69,1015
8450,78,1998,73638,86,1300,19,1015
7400,75,1998,73460,110,1600,85,1070
7500,80,1998,73200,110,1600,85,1070
8950,76,1998,73116,110,1600,85,1075
8950,70,1998,73014,110,1600,85,1075
7950,77,1998,72703,110,1600,69,1050
7950,79,1998,72328,110,1600,85,1075
7950,78,1998,72222,110,1600,85,1070
8950,71,1998,72128,107,1600,85,1100
7750,78,1998,72090,110,1600,85,1070
8250,78,1998,72000,110,1600,69,1035
7950,78,1998,72000,110,1600,85,1055
7750,77,1998,71900,86,1300,69,1015
8500,77,1998,71825,110,1600,85,1075
6950,80,1998,71740,110,1600,85,1070
7500,80,1998,71500,110,1600,69,1035
7750,79,1998,71359,110,1600,69,1050
5950,79,1998,71263,86,1300,69,1015
7500,78,1998,71186,110,1600,69,1050
8950,72,1998,71054,86,1300,69,1045
7950,76,1998,71000,110,1600,69,1050
6900,80,1998,70939,110,1600,85,1100
7450,77,1998,70932,110,1600,69,1050
8500,80,1998,70597,107,1600,85,1080
7500,73,1998,70482,110,1600,19,1075
8750,77,1998,70124,110,1600,69,1050
7500,76,1998,70039,110,1600,69,1050
9950,80,1998,69904,110,1600,85,1070
7950,75,1998,69388,86,1300,69,1010
9950,75,1998,69320,110,1600,85,1070
9250,78,1998,69000,110,1600,85,1075
9250,73,1998,68988,86,1300,69,1035
9950,79,1998,68945,110,1600,85,1085
5950,74,1998,68285,110,1600,69,1050
7995,76,1998,68000,110,1600,85,1075
8950,70,1998,68000,86,1300,69,1045
7450,75,1998,67451,86,1300,69,1000
8250,76,1998,67266,86,1300,69,1035
8500,78,1998,67255,110,1600,85,1085
8500,70,1998,67100,110,1600,85,1075
9400,69,1998,67092,72,2000,185,1115
7250,80,1998,66880,110,1600,85,1055
8950,79,1998,66855,110,1600,85,1075
9450,80,1998,66843,110,1600,85,1075
8500,74,1998,66718,110,1600,69,1050
6750,80,1998,66168,86,1300,69,1015
7400,80,1998,65950,110,1600,85,1070
